n,seconds
1682,0.0010513
1683,0.001051
1684,0.0010594
1685,0.0010515
1686,0.0010835
1687,0.0010372
1688,0.0010638
1689,0.0011197
1690,0.0010642
1691,0.0010558
1692,0.0010565
1693,0.0010778
1694,0.0010291
1695,0.0011275
1696,0.0010973
1697,0.0010751
1698,0.0011108
1699,0.0010703
1700,0.0010489
1701,0.0011093
1702,0.0011155
1703,0.0010774
1704,0.0010437
1705,0.0011077
1706,0.0010921
1707,0.0010936
1708,0.0010974
1709,0.0011464
1710,0.001071
1711,0.0010686
1712,0.0011056
1713,0.0010616
1714,0.0010998
1715,0.0011561
1716,0.0011059
1717,0.0010664
1718,0.0010747
1719,0.0010817
1720,0.0018444
1721,0.0012121
1722,0.0011268
1723,0.0012045
1724,0.001213
1725,0.0012497
1726,0.0012749
1727,0.0013108
1728,0.001273
1729,0.0012507
1730,0.0011535
1731,0.0011522
1732,0.0011169
1733,0.0011294
1734,0.0011401
1735,0.0011349
1736,0.0011664
1737,0.0012242
1738,0.0011913
1739,0.0012347
1740,0.0012193
1741,0.0012046
1742,0.0012567
1743,0.0011937
1744,0.0011425
1745,0.0011181
1746,0.0011279
1747,0.0011238
1748,0.0011878
1749,0.001186
1750,0.0013481
1751,0.0013259
1752,0.0012866
1753,0.0012192
1754,0.0012378
1755,0.0012596
1756,0.0012663
1757,0.0012498
1758,0.0012249
1759,0.0012608
1760,0.0012346
1761,0.0013201
1762,0.0014456
1763,0.0012572
1764,0.001238
1765,0.0012237
1766,0.0012119
1767,0.0012419
1768,0.0012051
1769,0.0012627
1770,0.0012499
1771,0.0012505
1772,0.0012782
1773,0.0013755
1774,0.0012654
1775,0.001206
1776,0.0012142
1777,0.0012638
1778,0.0012454
1779,0.0012616
1780,0.0012318
1781,0.0012497
1782,0.001263
1783,0.0012584
1784,0.001299
1785,0.0012864
1786,0.001324
1787,0.0012382
1788,0.0012446
1789,0.0012492
1790,0.0012638
1791,0.0012916
1792,0.0012979
1793,0.0012499
1794,0.0012111
1795,0.0014437
1796,0.0013102
1797,0.0012725
1798,0.0011935
1799,0.0011879
1800,0.0012412
1801,0.0012457
1802,0.001229
1803,0.0012619
1804,0.0012256
1805,0.0014323
1806,0.0013535
1807,0.0013222
1808,0.0013812
1809,0.0012932
1810,0.0011942
1811,0.0012207
1812,0.001223
1813,0.0012373
1814,0.0012008
1815,0.0013686
1816,0.0012601
1817,0.0014242
1818,0.0012912
1819,0.00139
1820,0.0012684
1821,0.0012853
1822,0.0012508
1823,0.0012103
1824,0.0011608
1825,0.0012274
1826,0.0012743
1827,0.00127
1828,0.0014353
1829,0.0013004
1830,0.0013136
1831,0.0012324
1832,0.0011834
1833,0.0012047
1834,0.001217
1835,0.0011518
1836,0.0011979
1837,0.001298
1838,0.0011588
1839,0.0013165
1840,0.0015333
1841,0.0014552
1842,0.0013853
1843,0.0012482
1844,0.0012706
1845,0.0012
1846,0.0012801
1847,0.0012281
1848,0.0011967
1849,0.0011981
1850,0.0014433
1851,0.0014033
1852,0.0013469
1853,0.0012302
1854,0.0012111
1855,0.0012441
1856,0.0012036
1857,0.0012232
1858,0.0011897
1859,0.0012297
1860,0.0011611
1861,0.0014686
1862,0.0013007
1863,0.001373
1864,0.0012446
1865,0.0011587
1866,0.0012648
1867,0.00116
1868,0.0012058
1869,0.0011635
1870,0.001209
1871,0.0011859
1872,0.0011963
1873,0.0014308
1874,0.0013521
1875,0.0012999
1876,0.0011831
1877,0.0012255
1878,0.0012322
1879,0.0012161
1880,0.0012027
1881,0.0012492
1882,0.0012707
1883,0.0012077
1884,0.0013841
1885,0.0013671
1886,0.0013866
1887,0.001229
1888,0.0012308
1889,0.0013023
1890,0.0012616
1891,0.001209
1892,0.0012337
1893,0.0011893
1894,0.0011798
1895,0.0013847
1896,0.0014072
1897,0.0013305
1898,0.0012498
1899,0.0012098
1900,0.0012312
1901,0.0013128
1902,0.0012569
1903,0.0012665
1904,0.0012362
1905,0.0012691
1906,0.0017366
1907,0.0017545
1908,0.0016921
1909,0.0017399
1910,0.0017059
1911,0.0017085
1912,0.0012483
1913,0.0012391
1914,0.0012744
1915,0.0014989
1916,0.0015377
1917,0.0014217
1918,0.0012931
1919,0.001258
1920,0.0012234
1921,0.0012278
1922,0.0012465
1923,0.0012219
1924,0.0012528
1925,0.0012159
1926,0.0014533
1927,0.0014134
1928,0.0012497
1929,0.0014624
1930,0.0013081
1931,0.001354
1932,0.0012811
1933,0.0012197
1934,0.0012398
1935,0.001237
1936,0.0014421
1937,0.0014307
1938,0.0014771
1939,0.0013922
1940,0.0012037
1941,0.0012341
1942,0.0012388
1943,0.0012017
1944,0.0012072
1945,0.0012161
1946,0.001208
1947,0.0012756
1948,0.0015489
1949,0.0013937
1950,0.0014705
1951,0.0013685
1952,0.0012719
1953,0.0012926
1954,0.0012375
1955,0.0012255
1956,0.0014197
1957,0.001441
1958,0.0014816
1959,0.0015045
1960,0.0013861
1961,0.001263
1962,0.0012492
1963,0.001252
1964,0.0012879
1965,0.0012324
1966,0.0012661
1967,0.001315
1968,0.0012896
1969,0.0015093
1970,0.0015124
1971,0.0013841
1972,0.0013248
1973,0.0012887
1974,0.0012916
1975,0.001288
1976,0.0012258
1977,0.0012873
1978,0.0012951
1979,0.0013895
1980,0.0014428
1981,0.001444
1982,0.0012575
1983,0.0012701
1984,0.0012532
1985,0.0012927
1986,0.0012364
1987,0.0012651
1988,0.001315
1989,0.0012609
1990,0.0014707
1991,0.0015254
1992,0.0014206
1993,0.0013095
1994,0.0012474
1995,0.0012928
1996,0.0012653
1997,0.0012634
1998,0.0012573
1999,0.0013449
2000,0.0013844
